NVT Name,Summary,Vulnerability Insight,Impact,target,id
"PHP 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12 Multiple Vulnerabilities (Mar 2016) - Linux",PHP is prone to multiple vulnerabilities.,"The following flaws exist:

  - Multiple use-after-free vulnerabilities in SPL unserialize implementation.

  - Insufficient validation of user supplied input by 'phar/phar_object.c' script.","Successfully exploiting these issues allow remote attackers to
  execute arbitrary code and to create or overwrite arbitrary files on the system and this may lead
  to launch further attacks.",High,eb433b01-10b5-4150-9e80-56fc2349717a
"PHP < 7.2.30, 7.3 < 7.3.17, 7.4 < 7.4.5 DoS Vulnerability (Apr 2020) - Linux",PHP is prone to a denial of service (DoS) vulnerability.,"If 'CHARSET_EBCDIC' is defined (usually, on systems with
  EBCDIC encoding support), an out-of-bounds read can occur using a malformed url-encoded string.",,High,b2014642-0160-4b89-adda-f5e55b498705
Apache Tomcat HTTP/2 Protocol DoS Vulnerability (MadeYouReset) - Linux,"Apache Tomcat is prone to is prone to a denial of service (DoS)
  vulnerability in the HTTP/2 protocol dubbed 'MadeYouReset'.","A mismatch caused by client-triggered server-sent stream resets
  between HTTP/2 specifications and the internal architectures of some HTTP/2 implementations may
  result in excessive server resource consumption leading to denial-of-service (DoS). By opening
  streams and then rapidly triggering the server to reset them, using malformed frames or flow
  control errors, an attacker can exploit incorrect stream accounting. Streams reset by the server
  are considered closed at the protocol level, even though backend processing continues. This
  allows a client to cause the server to handle an unbounded number of concurrent streams on a
  single connection.",,High,56f1656a-9338-46f7-b6a5-3403c9e48ab6
Hostname Determination Reporting,"The script reports information on how the hostname of the target
  was determined.",,,Log,7cf02509-d35c-4de1-ba60-c32c24f6f9ce
Apache HTTP Server 2.4.7 - 2.4.65 Authentication Bypass Vulnerability - Linux,"Apache HTTP Server is prone to an authentication bypass
  vulnerability.","mod_userdir+suexec bypass via AllowOverride FileInfo
  vulnerability in Apache HTTP Server. Users with access to use the RequestHeader directive in
  htaccess can cause some CGI scripts to run under an unexpected userid.",,Medium,da3acd21-ed75-4130-ae1e-175077fc28e0
Oracle MySQL Server <= 5.5.46 / 5.6 <= 5.6.27 Security Update (cpujan2016) - Linux,Oracle MySQL Server is prone to multiple unspecified vulnerabilities.,"Unspecified errors exist in the 'MySQL Server' component via
  unknown vectors.","Successful exploitation will allow an authenticated remote attacker
  to affect confidentiality, integrity, and availability via unknown vectors.",Medium,ec172c6b-3a93-4e5a-a4c4-0eb0a3677ffe
Oracle MySQL Server <= 5.6.44 / 5.7 <= 5.7.26 / 8.0 <= 8.0.16 Security Update (cpuoct2019) - Linux,Oracle MySQL Server is prone to a local unauthenticated vulnerability.,"Easily exploitable vulnerability allows unauthenticated attacker with logon to
  the infrastructure where MySQL Server executes to compromise MySQL Server.",,Medium,86d6212c-d2bd-4a16-8b65-0a75c5530f88
CPE Inventory,"This routine uses information collected by other routines about
  CPE identities of operating systems, services and applications detected during the scan.

  Note: Some CPEs for specific products might show up twice or more in the output. Background:

  After a product got renamed or a specific vendor was acquired by another one it might happen that
  a product gets a new CPE within the NVD CPE Dictionary but older entries are kept with the older
  CPE.",,,Log,50e31d56-dccc-49dc-bac2-b67c53515361
Traceroute,"Collect information about the network route and
  network distance between the scanner host and the target host.","For internal networks, the distances are usually
  small, often less than 4 hosts between scanner and target. For public targets the
  distance is greater and might be 10 hosts or more.",,Log,cc16781e-8a5f-40ec-9fe3-2638ae8c1f3c
"Oracle MySQL Server <= 5.7.41, 8.x <= 8.0.32 Security Update (cpuapr2023) - Linux",Oracle MySQL Server is prone to multiple vulnerabilities.,,,High,330aa9e8-9c35-4a9e-8e30-0b1746b7e67d
PHP < 5.6.7 DoS Vulnerability - Linux,PHP is prone to a denial of service (DoS) vulnerability.,"The flaw is due to 'type confusion' issues in
  'ext/soap/php_encoding.c', 'ext/soap/php_http.c', and 'ext/soap/soap.c' scripts.","Successfully exploiting this issue allow remote attackers to
  cause a denial of service.",Critical,90410d82-ab65-4469-a3fd-52542b90e962
Samba RCE Vulnerability (SambaCry),Samba is prone to a remote code execution (RCE) vulnerability.,"The flaw exists due to an input validation error,
  which allows a malicious client to upload a shared library to a writable share.","Successfully exploiting this issue will allow
  remote attackers to execute arbitrary code as root on an affected system.",Critical,b30fc3d9-dcfa-4499-9c6a-1cacc19b085e
Redis Integer Overflow Vulnerability (GHSA-hgj8-vff2-7cjf),Redis is prone to an integer overflow vulnerability.,"An integer overflow bug in 32-bit Redis could be exploited to corrupt the
  heap and potentially result with remote code execution.

  Redis 4.0 or newer uses a configurable limit for the maximum supported bulk input size. By default, it is
  512MB which is a safe value for all platforms.

  If the limit is significantly increased, receiving a large request from a client may trigger several integer
  overflow scenarios, which would result with buffer overflow and heap corruption. This could in certain
  conditions be exploited for remote code execution.

  By default, authenticated Redis users have access to all configuration parameters and can therefore use the
  'CONFIG SET proto-max-bulk-len' to change the safe default, making the system vulnerable.

  This problem only affects 32-bit Redis (on a 32-bit system, or as a 32-bit executable running on a 64-bit
  system).",,High,a5864502-7183-4335-984a-2bf4b7c02118
ISC BIND DoS Vulnerability (CVE-2021-25219),ISC BIND is prone to a denial of service (DoS) vulnerability.,"Exploitation of broken authoritative servers using a flaw in
  response processing can cause degradation in BIND resolver performance. The way the lame cache is
  currently designed makes it possible for its internal data structures to grow almost infinitely,
  which may cause significant delays in client query processing.","A successful attack exploiting this flaw causes a named resolver
  to spend most of its CPU time on managing and checking the lame cache. This results in client
  queries being responded to with large delays, and increased likelihood of DNS timeouts on client
  hosts.",Medium,58943f37-ebff-4931-8639-df84812cf52b
Apache Tomcat HTTP/2 Vulnerability (Oct 2020) - Linux,Apache Tomcat is prone to an information disclosure vulnerability in HTTP/2.,"If an HTTP/2 client exceeded the agreed maximum number of concurrent streams
  for a connection (in violation of the HTTP/2 protocol), it is possible that a subsequent request made on that
  connection could contain HTTP headers - including HTTP/2 pseudo headers - from a previous request rather than
  the intended headers. This could lead to users seeing responses for unexpected resources.",,Medium,c9f764dc-5a74-47fa-a6a7-2ef27fb1a760
Apache HTTP Server < 2.4.39 mod_auth_digest Access Control Bypass Vulnerability - Linux,"In Apache HTTP Server, a race condition in mod_auth_digest when running in a
  threaded server could allow a user with valid credentials to authenticate using another username, bypassing
  configured access control restrictions.",,,High,c3532693-1420-47b9-98be-16f872b77354
Samba Memory Disclosure Vulnerability (CVE-2025-9640),"Samba is prone to an uninitialized memory disclosure
  vulnerability via vfs_streams_xattr.","An authenticated user can read an unlimited number of samples
  of discarded heap memory, due to a failure to initialise memory in streams_xattr_pwrite() in the
  vfs_streams_xattr file server module.

  This is achieved by issuing write requests that creates holes in the file.

  Samba erases known secrets before freeing the associated memory, which somewhat mitigates the
  data leak.",,Medium,5e6cc795-4782-4887-a1c6-98a77185f50d
IP Forwarding Enabled - Active Check,Checks if the remote host has IP forwarding enabled.,,,Log,0be731a1-07e0-4e4a-a6c3-622ae8050a48
Web Application Scanning Consolidation / Info Reporting,"The script consolidates and reports various information for web
  application (formerly called 'CGI') scanning.

  This information is based on the following scripts / settings:

  - HTTP-Version Detection (OID: 1.3.6.1.4.1.25623.1.0.100034)

  - No 404 check (OID: 1.3.6.1.4.1.25623.1.0.10386)

  - Web mirroring / webmirror.nasl (OID: 1.3.6.1.4.1.25623.1.0.10662)

  - Directory Scanner / DDI_Directory_Scanner.nasl (OID: 1.3.6.1.4.1.25623.1.0.11032)

  - The configured 'cgi_path' within the 'Scanner Preferences' of the scan config in use

  - The configured 'Enable CGI scanning', 'Enable generic web application scanning' and
  'Add historic /scripts and /cgi-bin to directories for CGI scanning' within the
  'Global variable settings' of the scan config in use

  If you think any of this information is wrong please report it to the referenced community
  forum.",,,Log,9b531bc0-55d9-402e-bd19-dfbaee1bdb73
ICMP Timestamp Reply Information Disclosure,The remote host responded to an ICMP timestamp request.,"The Timestamp Reply is an ICMP message which replies to a
  Timestamp message. It consists of the originating timestamp sent by the sender of the Timestamp as
  well as a receive timestamp and a transmit timestamp.","This information could theoretically be used to exploit weak
  time-based random number generators in other services.",Low,7d86e580-e804-42f7-b9c7-346c9f26ec91
Jenkins < 2.197 and < 2.176.4 LTS Multiple Vulnerabilities - Linux,Jenkins is prone to multiple vulnerabilities.,"Jenkins is prone to the following vulnerabilities:

  - The f:expandableTextBox form control interpreted its content as HTML when expanded, resulting in
  a stored XSS vulnerability exploitable by users with permission to define its contents, typically
  Job/Configure. (CVE-2019-10401)

  - The f:combobox form control interpreted its item labels as HTML, resulting in a stored XSS
  vulnerability exploitable by users with permission to define its contents. (CVE-2019-10402)

  - The SCM tag name on the tooltip for SCM tag actions was not being escaped, resulting in a stored
  XSS vulnerability exploitable by users able to control SCM tag names for these actions. (CVE-2019-10403)

  - The reason why a queue item is blocked in tooltips was not being escaped, resulting in a stored
  XSS vulnerability exploitable by users able to control parts of the reason a queue item is blocked,
  such as label expressions not matching any idle executors. (CVE-2019-10404)

  - The value of the 'Cookie' HTTP request header on the /whoAmI/ URL was being printed, allowing
  attackers exploiting another XSS vulnerability to obtain the HTTP session cookie despite it being
  marked as HttpOnly. (CVE-2019-10405)

  - The values set as Jenkins URL in the global configuration were not being restricted or filtered,
  resulting in a stored XSS vulnerability exploitable by attackers with Overall/Administer permission.
  (CVE-2019-10406)",,Medium,7a69ab9e-b56d-493f-a75e-f4172f415b31
Operating System (OS) End of Life (EOL) Detection,"The Operating System (OS) on the remote host has reached the end
  of life (EOL) and should not be used anymore.",,"An EOL version of an OS is not receiving any security updates
  from the vendor. Unfixed security vulnerabilities might be leveraged by an attacker to compromise
  the security of this host.",Critical,6da18ff0-df0a-4e92-9d82-76957bd0c9f6
